codigo;codigo_legacy;capitulo;partida;descripcion;unidad;precio;categoria;subcategoria;apartado;coste_materiales;coste_mano_obra;coste_complementarios;coste_otros;rendimiento;desperdicio_pct;notas_tecnicas
12.06.02.140;;Revestimientos y acabados;Revestimiento de peldaño con piedra recuperada.;Revestimiento de peldaño con pieza de piedra natural recuperada o laja, en capa fina. Incluye la preparación del soporte, la colocación y el rejuntado. Medido por metro lineal de peldaño.;m;4.78;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.02 Revestimiento de escaleras;0.62;2.76;0.04;0.26;0.560 h/m;;Coste directo 3.68 USD + margen 30%
12.06.02.150;;Revestimientos y acabados;Revestimiento de rellano con piedra natural.;Revestimiento de rellano de escalera con pieza de piedra natural, en capa fina. Incluye la preparación del soporte, la colocación y el rejuntado. Medido por metro cuadrado revestido.;m2;11.04;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.02 Revestimiento de escaleras;3.10;4.83;0.08;0.48;0.980 h/m2;;Coste directo 8.49 USD + margen 30%
12.06.02.160;;Revestimientos y acabados;Junta de dilatación en escalera.;Ejecución de junta de dilatación en escalera, con perfil y sellado elástico. Incluye la colocación del perfil y el sellado de la junta. Medido por metro lineal de junta.;m;15.29;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.02 Revestimiento de escaleras;10.26;1.38;0.12;0.00;0.280 h/m;;Coste directo 11.76 USD + margen 30%
12.06.02.170;;Revestimientos y acabados;Pasamanos de madera sobre escalera.;Colocación de pasamanos de madera sobre escalera, con soportes y remates. Incluye la fijación del pasamanos y el acabado. Medido por metro lineal de pasamanos.;m;7.98;12 Revestimientos y acabados;12.06 Escaleras, rodapiés, juntas y remates de piso;12.06.02 Revestimiento de escaleras;4.00;2.00;0.06;0.08;0.400 h/m;;Coste directo 6.14 USD + margen 30%
12.07.01.010;;Revestimientos y acabados;Trasdosado autoportante de placa de yeso laminado estándar.;Suministro y montaje de trasdosado autoportante de placa de yeso laminado estándar de 12,5 mm, sobre estructura de acero galvanizado separada del muro, sin aislamiento. Incluye el replanteo de la estructura con montantes cada 60 cm, la fijación de canales de arranque al piso y al techo con banda perimetral de estanqueidad, el atornillado de la placa, el tratamiento de juntas con pasta y cinta, y el remate de encuentros con muros y techo. Medido por metro cuadrado de trasdosado terminado.;m2;23.05;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.01 Trasdosados autoportantes de placa de yeso laminado;15.09;2.25;0.18;0.21;0.460 h/m2;;Coste directo 17.73 USD + margen 30%
12.07.01.020;;Revestimientos y acabados;Trasdosado autoportante de placa de yeso con aislamiento termoacústico.;Suministro y montaje de trasdosado autoportante de placa de yeso laminado de 12,5 mm con panel de lana mineral de 60 mm en la cámara, para aislamiento térmico y acústico. Incluye la estructura separada del muro, la colocación del panel de lana en la cámara sin comprimirlo, el atornillado de la placa y el tratamiento de juntas. Medido por metro cuadrado de trasdosado terminado.;m2;28.30;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.01 Trasdosados autoportantes de placa de yeso laminado;18.69;2.65;0.22;0.21;0.540 h/m2;;Coste directo 21.77 USD + margen 30%
12.07.01.030;;Revestimientos y acabados;Trasdosado autoportante con placa resistente a la humedad.;Suministro y montaje de trasdosado autoportante de placa de yeso laminado resistente a la humedad de 12,5 mm, para baños, cocinas y locales con condensación. Incluye la estructura separada del muro, el atornillado de la placa, el tratamiento de juntas con pasta y cinta apropiadas para humedad y el remate de encuentros. Medido por metro cuadrado de trasdosado terminado.;m2;30.00;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.01 Trasdosados autoportantes de placa de yeso laminado;20.24;2.40;0.23;0.21;0.490 h/m2;;Coste directo 23.08 USD + margen 30%
12.07.01.040;;Revestimientos y acabados;Trasdosado autoportante con doble placa para mayor masa acústica.;Suministro y montaje de trasdosado autoportante con doble placa de yeso laminado de 12,5 mm, para aumentar la masa acústica y la resistencia al impacto. Incluye la estructura separada del muro, el atornillado de las dos placas con juntas alternadas, el tratamiento de juntas en ambas capas y el remate de encuentros. Medido por metro cuadrado de trasdosado terminado.;m2;34.29;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.01 Trasdosados autoportantes de placa de yeso laminado;22.36;3.45;0.26;0.31;0.700 h/m2;;Coste directo 26.38 USD + margen 30%
12.07.01.050;;Revestimientos y acabados;Trasdosado de medianería con aislamiento y placa.;Suministro y montaje de trasdosado de medianería sobre muro medianero, con estructura autoportante, panel de lana mineral de 60 mm y placa de yeso laminado de 12,5 mm, para aislar del ruido y la humedad del vecino. Incluye la banda perimetral, la colocación del panel, el atornillado de la placa y el tratamiento de juntas. Medido por metro cuadrado de trasdosado terminado.;m2;28.50;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.01 Trasdosados autoportantes de placa de yeso laminado;18.69;2.80;0.22;0.21;0.570 h/m2;;Coste directo 21.92 USD + margen 30%
12.07.01.060;;Revestimientos y acabados;Trasdosado autoportante con refuerzo interior para anclaje de cargas.;Suministro y montaje de trasdosado autoportante de placa de yeso laminado con refuerzo interior de madera o perfil metálico, para el anclaje posterior de cargas como muebles colgados, televisores o estanterías. Incluye la estructura, la colocación del refuerzo en la posición prevista para las cargas, el atornillado de la placa y el tratamiento de juntas. Medido por metro cuadrado de trasdosado terminado.;m2;27.91;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.01 Trasdosados autoportantes de placa de yeso laminado;18.29;2.76;0.21;0.21;0.560 h/m2;;Coste directo 21.47 USD + margen 30%
12.07.01.070;;Revestimientos y acabados;Trasdosado con doble placa y aislamiento.;Trasdosado autoportante con doble placa de yeso laminado y panel de lana mineral en la cámara, para aislamiento térmico y acústico reforzado. Incluye la estructura, la lana, el doble atornillado y el tratamiento de juntas. Medido por metro cuadrado de trasdosado terminado.;m2;38.47;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.01 Trasdosados autoportantes de placa de yeso laminado;25.54;3.45;0.29;0.31;0.700 h/m2;;Coste directo 29.59 USD + margen 30%
12.07.01.080;;Revestimientos y acabados;Trasdosado con barrera de vapor.;Trasdosado autoportante de placa de yeso laminado con barrera de vapor en la cámara, para paramentos expuestos a humedad. Incluye la estructura, la barrera de vapor, la placa y el tratamiento de juntas. Medido por metro cuadrado de trasdosado terminado.;m2;24.05;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.01 Trasdosados autoportantes de placa de yeso laminado;15.35;2.76;0.18;0.21;0.560 h/m2;;Coste directo 18.50 USD + margen 30%
12.07.01.090;;Revestimientos y acabados;Trasdosado curvo de placa de yeso.;Trasdosado autoportante curvo de placa de yeso laminado conformada según el radio de diseño. Incluye la estructura curva, la placa conformada y el tratamiento de juntas. Medido por metro cuadrado de trasdosado terminado.;m2;27.48;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.01 Trasdosados autoportantes de placa de yeso laminado;16.30;4.35;0.21;0.28;0.870 h/m2;;Coste directo 21.14 USD + margen 30%
12.07.01.100;;Revestimientos y acabados;Trasdosado con placa perforada acústica.;Trasdosado autoportante con placa de yeso perforada acústica, para mejorar la absorción del local. Incluye la estructura, la placa perforada y el tratamiento de juntas. Medido por metro cuadrado de trasdosado terminado.;m2;28.35;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.01 Trasdosados autoportantes de placa de yeso laminado;18.27;3.11;0.22;0.21;0.630 h/m2;;Coste directo 21.81 USD + margen 30%
12.07.01.110;;Revestimientos y acabados;Formación de cajón para instalaciones en trasdosado.;Formación de cajón o falso pilar de placa de yeso laminado para ocultar instalaciones dentro del trasdosado. Incluye la estructura del cajón, la placa y el tratamiento de juntas. Medido por metro lineal de cajón.;m;14.07;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.01 Trasdosados autoportantes de placa de yeso laminado;8.50;2.07;0.11;0.14;0.420 h/m;;Coste directo 10.82 USD + margen 30%
12.07.02.010;;Revestimientos y acabados;Trasdosado directo de placa de yeso adherida al paramento.;Suministro y colocación de trasdosado directo de placa de yeso laminado de 12,5 mm adherida al paramento con pasta de agarre, sin estructura metálica. Incluye la comprobación de que el muro no tenga humedad activa, la aplicación de la pasta en pelladas, la presentación de la placa a plomo, el tratamiento de juntas y el remate de encuentros. Medido por metro cuadrado de trasdosado terminado.;m2;14.44;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.02 Trasdosados directos y forros adheridos;8.86;2.07;0.11;0.07;0.420 h/m2;;Coste directo 11.11 USD + margen 30%
12.07.02.020;;Revestimientos y acabados;Forro de placa de yeso sobre rastreles para cámara de instalaciones.;Suministro y montaje de forro de placa de yeso laminado de 12,5 mm sobre rastreles fijados al muro, creando una cámara mínima para el paso de instalaciones. Incluye la fijación de los rastreles a plomo con tacos, el paso de las instalaciones por la cámara, el atornillado de la placa y el tratamiento de juntas. Medido por metro cuadrado de forro terminado.;m2;19.59;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.02 Trasdosados directos y forros adheridos;12.30;2.45;0.15;0.17;0.500 h/m2;;Coste directo 15.07 USD + margen 30%
12.07.02.030;;Revestimientos y acabados;Regularización de muro con placa de yeso para ocultar instalaciones.;Suministro y montaje de placa de yeso laminado de 12,5 mm sobre rastreles para regularizar un muro y ocultar instalaciones vistas sin recurrir a obra húmeda. Incluye el replanteo, la fijación de los rastreles, el paso y protección de las instalaciones, el atornillado de la placa y el tratamiento de juntas. Medido por metro cuadrado de paramento regularizado.;m2;19.59;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.02 Trasdosados directos y forros adheridos;12.30;2.45;0.15;0.17;0.500 h/m2;;Coste directo 15.07 USD + margen 30%
12.07.02.040;;Revestimientos y acabados;Trasdosado autoportante con placa de alta dureza.;Suministro y montaje de trasdosado autoportante de placa de yeso laminado de alta dureza de 12,5 mm, para paramentos sometidos a impacto y zonas de tránsito como pasillos y áreas comunes. Incluye la estructura separada del muro, el atornillado de la placa y el tratamiento de juntas. Medido por metro cuadrado de trasdosado terminado.;m2;27.92;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.02 Trasdosados directos y forros adheridos;18.66;2.40;0.21;0.21;0.490 h/m2;;Coste directo 21.48 USD + margen 30%
12.07.02.050;;Revestimientos y acabados;Tratamiento de juntas y remates de trasdosado.;Acabado de juntas y remates de un trasdosado de placa de yeso laminado ya montado, como trabajo independiente. Incluye el repaso de las juntas con pasta y cinta, el masillado de cabezas de tornillo, el lijado de las uniones y el remate de encuentros con muros y techo. Medido por metro cuadrado de superficie tratada.;m2;2.96;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.02 Trasdosados directos y forros adheridos;1.05;1.00;0.02;0.21;0.200 h/m2;;Coste directo 2.28 USD + margen 30%
12.07.02.060;;Revestimientos y acabados;Trasdosado directo con placa de alta dureza.;Trasdosado directo de placa de yeso de alta dureza adherida al paramento con pasta de agarre, para zonas de impacto. Incluye la aplicación de la pasta, la presentación de la placa y el tratamiento de juntas. Medido por metro cuadrado de trasdosado terminado.;m2;19.28;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.02 Trasdosados directos y forros adheridos;12.43;2.18;0.15;0.07;0.440 h/m2;;Coste directo 14.83 USD + margen 30%
12.07.02.070;;Revestimientos y acabados;Forro de placa de yeso sobre estructura para medianería.;Forro de placa de yeso laminado sobre estructura metálica para medianería, sin contacto directo con el muro vecino. Incluye la estructura, la placa y el tratamiento de juntas. Medido por metro cuadrado de forro terminado.;m2;22.97;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.02 Trasdosados directos y forros adheridos;14.67;2.62;0.17;0.21;0.530 h/m2;;Coste directo 17.67 USD + margen 30%
12.07.02.080;;Revestimientos y acabados;Forro de placa de cemento exterior.;Forro de placa de cemento reforzada con fibra sobre estructura, para paramentos exteriores o expuestos. Incluye la estructura, la placa y el sellado de juntas. Medido por metro cuadrado de forro terminado.;m2;27.53;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.02 Trasdosados directos y forros adheridos;17.78;2.94;0.21;0.25;0.600 h/m2;;Coste directo 21.18 USD + margen 30%
12.07.03.010;;Revestimientos y acabados;Forro de placa de cemento sobre estructura para área húmeda.;Suministro y montaje de forro de placa de cemento reforzada con fibra sobre estructura metálica, para áreas húmedas y locales expuestos a salpicaduras. Incluye la estructura separada del muro, el atornillado de la placa con tornillos apropiados, el tratamiento de juntas con malla y el sellado de encuentros. Medido por metro cuadrado de forro terminado.;m2;27.94;12 Revestimientos y acabados;12.07 Trasdosados y forros interiores;12.07.03 Forros de placa de cemento y protección;18.20;2.83;0.21;0.25;0.580 h/m2;;Coste directo 21.49 USD + margen 30%
